,product_category,product_subcategory,brand,assembly_service_requested,payment_method,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,payment_timing,delivery_status
227,Kitchen,Table,Mid Range,False,Bank Transfer,540.61,0.0,0.0,3,1.2,Prepaid,Failed Delivery
1671,Dining Room,Table,Affordable,True,Digital Wallet,1278.17,65.08,96.94,7,3.0,Prepaid,Failed Delivery
1471,Bedroom,Storage,Premium,True,Digital Wallet,412.97,61.87,40.71,5,4.9,Prepaid,Failed Delivery
747,Bedroom,Sleeping,Affordable,False,Digital Wallet,1322.14,62.12,0.0,2,3.0,Prepaid,Failed Delivery
290,Outdoor,Patio furniture,Affordable,True,Cash,542.69,66.79,144.66,5,3.8,Postpaid,Delivered
275,Office,Work,Other,True,Cash,869.45,59.47,56.07,1,4.9,Postpaid,On Going
1583,Office,Storage,Mid Range,False,Card,1074.85,0.0,0.0,11,3.4,Prepaid,On Going
284,Kitchen,Table,Mid Range,False,Card,1538.84,0.0,0.0,9,3.0,Prepaid,On Going
1188,Outdoor,Seating,Mid Range,True,Digital Wallet,987.09,94.51,45.18,5,1.4,Prepaid,On Going
1589,Dining Room,Seating,Premium,True,Card,1313.33,64.73,52.67,9,3.9,Prepaid,Delivered
696,Bedroom,Storage,Affordable,True,Digital Wallet,1769.5,134.63,68.67,3,3.2,Prepaid,Failed Delivery
1001,Outdoor,Seating,Premium,False,Bank Transfer,1783.39,73.85,0.0,7,2.6,Prepaid,On Going
1158,Kitchen,Storage,Premium,True,Cash,1453.33,109.84,194.82,2,3.4,Postpaid,On Going
1293,Outdoor,Table,Affordable,False,Card,1197.47,0.0,0.0,1,3.2,Prepaid,On Going
841,Dining Room,Seating,Premium,True,Cash,650.35,56.08,224.25,9,4.9,Postpaid,Failed Delivery
1832,Outdoor,Seating,Mid Range,False,Cash,490.86,30.23,0.0,12,3.1,Postpaid,Failed Delivery
505,Bedroom,Storage,Mid Range,False,Digital Wallet,844.52,0.0,0.0,7,3.1,Prepaid,Failed Delivery
746,Kitchen,Table,Affordable,True,Bank Transfer,1165.81,73.97,188.26,9,4.7,Prepaid,Failed Delivery
1745,Office,Work,Mid Range,True,Cash,413.68,41.26,102.9,5,4.8,Postpaid,Failed Delivery
1536,Bedroom,Storage,Premium,True,Cash,2174.45,0.0,28.12,10,4.6,Postpaid,Failed Delivery
1920,Dining Room,Seating,Premium,True,Digital Wallet,688.73,73.85,101.71,2,2.1,Prepaid,Failed Delivery
1587,Kitchen,Table,Mid Range,False,Card,538.37,148.2,0.0,12,3.2,Prepaid,On Going
1249,Living Room,Seating,Affordable,False,Card,1925.44,58.13,0.0,8,4.6,Prepaid,Delivered
625,Outdoor,Seating,Affordable,True,Bank Transfer,1678.72,92.24,84.92,9,3.1,Prepaid,Failed Delivery
1175,Outdoor,Table,Affordable,False,Digital Wallet,1475.65,0.0,0.0,6,4.7,Prepaid,Failed Delivery
1437,Office,Work,Affordable,True,Digital Wallet,860.63,102.39,84.42,6,3.8,Prepaid,Failed Delivery
1547,Living Room,Seating,Mid Range,True,Digital Wallet,1922.75,0.0,45.51,10,4.4,Prepaid,Failed Delivery
1455,Kitchen,Storage,Affordable,False,Digital Wallet,1497.9,0.0,0.0,2,2.5,Prepaid,Delivered
6,Bedroom,Sleeping,Affordable,True,Digital Wallet,1467.44,0.0,184.29,13,3.1,Prepaid,Delivered
1786,Living Room,Table,Mid Range,True,Cash,944.45,0.0,132.62,10,2.7,Postpaid,On Going
534,Outdoor,Patio furniture,Premium,False,Digital Wallet,1689.27,76.64,0.0,7,3.1,Prepaid,Failed Delivery
1025,Dining Room,Storage,Mid Range,False,Digital Wallet,1073.48,0.0,0.0,8,2.1,Prepaid,Failed Delivery
396,Bedroom,Storage,Mid Range,False,Digital Wallet,1558.95,0.0,0.0,4,3.1,Prepaid,Failed Delivery
1433,Kitchen,Storage,Mid Range,True,Digital Wallet,1591.67,62.22,90.3,2,3.1,Prepaid,Failed Delivery
1417,Bedroom,Sleeping,Other,False,Bank Transfer,2866.3,0.0,0.0,1,4.0,Prepaid,On Going
1113,Outdoor,Patio furniture,Premium,True,Bank Transfer,1507.22,0.0,60.66,9,4.1,Prepaid,On Going
817,Living Room,Storage,Affordable,True,Digital Wallet,1134.98,59.01,43.25,2,1.2,Prepaid,Delivered
178,Kitchen,Table,Affordable,False,Bank Transfer,1195.2,137.84,0.0,11,4.9,Prepaid,Delivered
557,Bedroom,Sleeping,Affordable,False,Bank Transfer,1741.69,0.0,0.0,4,3.1,Prepaid,On Going
645,Living Room,Seating,Mid Range,False,Digital Wallet,786.88,0.0,0.0,2,3.1,Prepaid,On Going
832,Office,Work,Affordable,True,Digital Wallet,468.88,39.41,152.65,4,3.1,Prepaid,Failed Delivery
147,Outdoor,Seating,Mid Range,True,Cash,749.46,117.94,92.43,11,1.1,Postpaid,On Going
783,Office,Work,Mid Range,True,Digital Wallet,941.6,111.26,102.9,8,4.4,Prepaid,Failed Delivery
1593,Bedroom,Sleeping,Mid Range,False,Digital Wallet,2813.77,78.55,0.0,11,3.9,Prepaid,Failed Delivery
1358,Outdoor,Table,Mid Range,False,Card,891.86,124.53,0.0,11,4.7,Prepaid,Failed Delivery
1233,Living Room,Seating,Affordable,True,Digital Wallet,1195.83,71.02,198.06,9,4.3,Prepaid,Failed Delivery
478,Office,Work,Affordable,True,Bank Transfer,620.46,73.85,93.44,3,1.2,Prepaid,Delivered
1066,Bedroom,Sleeping,Affordable,True,Cash,2055.05,120.62,169.28,13,2.6,Postpaid,Delivered
1679,Dining Room,Table,Affordable,True,Card,792.87,0.0,194.92,14,3.1,Prepaid,On Going
574,Bedroom,Storage,Premium,False,Card,707.79,0.0,0.0,11,1.3,Prepaid,Failed Delivery
1545,Office,Work,Affordable,True,Digital Wallet,192.09,68.89,84.97,8,3.1,Prepaid,Delivered
1503,Dining Room,Table,Affordable,False,Bank Transfer,495.85,49.3,0.0,1,3.5,Prepaid,Failed Delivery
459,Kitchen,Table,Affordable,False,Card,748.36,75.87,0.0,10,1.6,Prepaid,Failed Delivery
705,Outdoor,Patio furniture,Affordable,True,Card,1259.09,67.55,28.19,10,4.5,Prepaid,Delivered
1079,Outdoor,Patio furniture,Mid Range,True,Cash,1530.81,61.64,199.49,10,4.4,Postpaid,Failed Delivery
1131,Dining Room,Storage,Premium,False,Digital Wallet,969.73,126.99,0.0,12,1.6,Prepaid,On Going
784,Dining Room,Storage,Premium,True,Card,470.65,35.74,74.9,2,3.7,Prepaid,Failed Delivery
1193,Living Room,Storage,Other,False,Card,1490.88,80.59,0.0,13,1.2,Prepaid,On Going
1080,Living Room,Storage,Affordable,False,Bank Transfer,1518.67,0.0,0.0,5,4.1,Prepaid,Failed Delivery
90,Bedroom,Storage,Premium,True,Digital Wallet,864.29,126.75,47.59,11,3.1,Prepaid,On Going
1527,Kitchen,Table,Affordable,False,Card,1282.28,116.17,0.0,4,3.5,Prepaid,On Going
1428,Bedroom,Sleeping,Affordable,True,Cash,1032.32,58.22,193.74,11,2.4,Postpaid,Delivered
778,Kitchen,Table,Affordable,True,Card,1351.37,60.08,175.18,1,4.2,Prepaid,On Going
185,Dining Room,Table,Mid Range,True,Digital Wallet,1313.55,86.75,97.87,8,4.0,Prepaid,Delivered
1243,Dining Room,Seating,Mid Range,False,Digital Wallet,141.19,54.42,0.0,14,3.2,Prepaid,On Going
1690,Outdoor,Patio furniture,Mid Range,False,Bank Transfer,886.95,105.7,0.0,3,4.3,Prepaid,Delivered
1010,Living Room,Storage,Premium,True,Card,560.47,95.35,189.23,1,4.7,Prepaid,Delivered
393,Bedroom,Storage,Mid Range,True,Bank Transfer,489.39,42.23,30.36,7,4.2,Prepaid,Failed Delivery
1283,Living Room,Table,Premium,True,Digital Wallet,254.06,27.33,59.29,13,1.3,Prepaid,On Going
1346,Office,Work,Affordable,False,Digital Wallet,1180.45,55.69,0.0,14,2.7,Prepaid,Delivered
407,Outdoor,Seating,Mid Range,False,Digital Wallet,904.37,0.0,0.0,6,1.0,Prepaid,Failed Delivery
418,Bedroom,Sleeping,Affordable,False,Cash,443.58,29.78,0.0,9,3.1,Postpaid,Failed Delivery
282,Kitchen,Table,Mid Range,True,Cash,2442.76,0.0,153.37,13,1.2,Postpaid,Failed Delivery
517,Kitchen,Storage,Mid Range,False,Card,2415.82,0.0,0.0,8,3.1,Prepaid,On Going
1849,Bedroom,Sleeping,Mid Range,True,Digital Wallet,2782.91,0.0,94.72,10,3.1,Prepaid,Delivered
231,Living Room,Storage,Affordable,True,Digital Wallet,302.77,78.31,164.8,11,4.7,Prepaid,On Going
1857,Dining Room,Table,Premium,True,Digital Wallet,213.87,62.12,195.53,10,1.1,Prepaid,On Going
1086,Dining Room,Storage,Affordable,True,Bank Transfer,1381.55,0.0,156.49,7,1.1,Prepaid,Failed Delivery
125,Outdoor,Table,Mid Range,False,Digital Wallet,258.75,32.09,0.0,5,4.4,Prepaid,On Going
854,Outdoor,Patio furniture,Mid Range,True,Card,353.07,86.87,110.26,14,1.0,Prepaid,On Going
819,Living Room,Seating,Affordable,False,Cash,637.42,50.73,0.0,12,2.4,Postpaid,Failed Delivery
247,Living Room,Table,Other,False,Card,414.23,97.91,0.0,14,3.1,Prepaid,Failed Delivery
1697,Bedroom,Sleeping,Mid Range,True,Digital Wallet,714.63,85.11,176.4,12,3.1,Prepaid,On Going
1400,Outdoor,Patio furniture,Affordable,False,Card,319.32,99.23,0.0,12,3.1,Prepaid,On Going
1449,Office,Storage,Premium,False,Digital Wallet,1259.0,125.95,0.0,2,2.2,Prepaid,Delivered
295,Dining Room,Seating,Affordable,False,Card,282.24,54.47,0.0,3,3.1,Prepaid,Failed Delivery
899,Bedroom,Storage,Affordable,False,Digital Wallet,1262.67,90.31,0.0,9,1.9,Prepaid,On Going
259,Dining Room,Storage,Premium,True,Digital Wallet,1557.51,90.23,108.36,2,1.8,Prepaid,Failed Delivery
898,Bedroom,Storage,Affordable,False,Digital Wallet,2979.56,0.0,0.0,4,2.6,Prepaid,Failed Delivery
330,Office,Storage,Mid Range,True,Cash,307.73,66.11,199.59,1,3.1,Postpaid,On Going
1445,Office,Work,Affordable,True,Card,1163.53,64.26,129.04,1,3.1,Prepaid,Failed Delivery
863,Bedroom,Sleeping,Affordable,True,Bank Transfer,2278.94,0.0,259.96,12,2.5,Prepaid,On Going
202,Outdoor,Seating,Mid Range,False,Card,1406.69,70.31,0.0,7,3.1,Prepaid,Failed Delivery
496,Living Room,Table,Affordable,True,Card,2150.69,83.33,38.01,11,1.1,Prepaid,Failed Delivery
292,Office,Work,Affordable,True,Card,1256.91,107.81,72.56,13,2.2,Prepaid,Delivered
25,Bedroom,Storage,Mid Range,True,Digital Wallet,1989.68,142.9,36.46,10,1.3,Prepaid,Failed Delivery
1770,Bedroom,Sleeping,Premium,True,Digital Wallet,994.15,0.0,271.3,3,3.1,Prepaid,On Going
1142,Dining Room,Seating,Premium,True,Cash,275.04,99.11,219.66,7,3.1,Postpaid,Failed Delivery
996,Office,Work,Affordable,False,Digital Wallet,818.88,69.5,0.0,4,4.2,Prepaid,On Going
1366,Dining Room,Storage,Mid Range,False,Digital Wallet,1647.41,91.68,0.0,13,1.2,Prepaid,On Going
1240,Kitchen,Table,Affordable,False,Cash,393.94,51.47,0.0,8,4.2,Postpaid,Failed Delivery
1903,Living Room,Table,Affordable,False,Card,575.26,70.16,0.0,9,3.5,Prepaid,On Going
541,Living Room,Table,Premium,True,Card,1812.98,0.0,47.62,14,2.8,Prepaid,Failed Delivery
40,Outdoor,Seating,Mid Range,False,Card,1237.1,0.0,0.0,2,4.0,Prepaid,Delivered
1843,Outdoor,Patio furniture,Premium,True,Cash,1184.05,50.36,75.28,13,4.8,Postpaid,Failed Delivery
524,Outdoor,Table,Premium,True,Digital Wallet,1396.55,0.0,209.81,5,4.8,Prepaid,On Going
83,Dining Room,Storage,Mid Range,False,Bank Transfer,822.02,121.87,0.0,14,3.5,Prepaid,Failed Delivery
952,Bedroom,Storage,Affordable,False,Digital Wallet,1940.48,143.65,0.0,10,1.5,Prepaid,On Going
1882,Kitchen,Table,Affordable,True,Digital Wallet,1815.18,0.0,75.67,10,2.2,Prepaid,On Going
1313,Kitchen,Storage,Mid Range,True,Digital Wallet,2341.27,73.64,176.24,3,4.3,Prepaid,Failed Delivery
673,Living Room,Table,Affordable,True,Digital Wallet,2321.79,0.0,141.93,11,4.5,Prepaid,Failed Delivery
1530,Bedroom,Sleeping,Mid Range,True,Bank Transfer,1849.52,51.71,199.46,6,4.4,Prepaid,Failed Delivery
1332,Outdoor,Seating,Mid Range,True,Digital Wallet,892.4,125.88,139.64,3,3.1,Prepaid,Failed Delivery
331,Kitchen,Storage,Affordable,True,Digital Wallet,628.12,0.0,47.62,11,5.0,Prepaid,Delivered
442,Living Room,Seating,Mid Range,False,Digital Wallet,2042.35,0.0,0.0,14,3.8,Prepaid,Delivered
523,Bedroom,Sleeping,Affordable,False,Card,2295.37,88.32,0.0,12,1.8,Prepaid,Delivered
21,Living Room,Seating,Premium,False,Bank Transfer,809.97,95.5,0.0,12,5.0,Prepaid,Failed Delivery
225,Office,Work,Affordable,False,Digital Wallet,277.63,47.71,0.0,11,2.7,Prepaid,On Going
699,Dining Room,Storage,Premium,False,Card,500.62,130.21,0.0,11,4.0,Prepaid,Delivered
224,Kitchen,Table,Affordable,False,Cash,1799.77,145.3,0.0,12,4.2,Postpaid,On Going
1265,Office,Work,Mid Range,True,Cash,1454.18,127.0,55.63,7,4.0,Postpaid,On Going
11,Living Room,Table,Mid Range,True,Digital Wallet,2214.46,0.0,46.76,5,3.0,Prepaid,On Going
1723,Dining Room,Seating,Affordable,True,Card,1181.69,82.11,159.36,12,3.1,Prepaid,Delivered
449,Dining Room,Seating,Affordable,True,Digital Wallet,274.62,54.98,43.09,13,3.0,Prepaid,Failed Delivery
456,Office,Storage,Premium,True,Card,574.6,109.39,116.93,6,5.0,Prepaid,Failed Delivery
735,Office,Work,Premium,True,Bank Transfer,1484.77,136.55,86.17,4,3.1,Prepaid,Failed Delivery
1790,Kitchen,Table,Other,True,Card,2066.0,134.7,219.31,5,3.1,Prepaid,Delivered
279,Bedroom,Sleeping,Mid Range,False,Digital Wallet,1900.2,114.73,0.0,7,2.9,Prepaid,Delivered
755,Outdoor,Seating,Affordable,False,Card,1180.71,89.51,0.0,2,1.4,Prepaid,On Going
650,Living Room,Seating,Mid Range,False,Digital Wallet,890.9,118.43,0.0,14,2.7,Prepaid,On Going
1675,Bedroom,Sleeping,Mid Range,False,Cash,533.87,61.75,0.0,3,4.1,Postpaid,On Going
193,Outdoor,Patio furniture,Mid Range,True,Cash,203.16,74.51,60.3,2,2.8,Postpaid,Failed Delivery
157,Bedroom,Sleeping,Mid Range,True,Digital Wallet,2027.39,110.51,27.03,11,2.1,Prepaid,Failed Delivery
546,Kitchen,Storage,Affordable,True,Digital Wallet,1206.47,111.05,85.86,10,3.5,Prepaid,Delivered
1839,Living Room,Seating,Mid Range,False,Digital Wallet,2254.59,119.66,0.0,11,2.3,Prepaid,Delivered
422,Outdoor,Patio furniture,Affordable,True,Cash,660.94,103.97,196.18,7,2.2,Postpaid,Failed Delivery
785,Office,Work,Affordable,True,Cash,764.68,74.34,27.64,12,3.1,Postpaid,Failed Delivery
936,Dining Room,Seating,Affordable,True,Digital Wallet,1098.01,0.0,27.5,13,2.8,Prepaid,Delivered
1769,Outdoor,Seating,Mid Range,False,Bank Transfer,1202.38,0.0,0.0,12,4.0,Prepaid,Failed Delivery
944,Bedroom,Storage,Mid Range,True,Digital Wallet,2654.36,100.2,42.83,3,1.8,Prepaid,On Going
466,Kitchen,Table,Mid Range,True,Digital Wallet,2197.69,120.51,299.35,13,3.1,Prepaid,On Going
473,Outdoor,Patio furniture,Affordable,True,Cash,1009.07,132.7,75.94,7,1.2,Postpaid,Failed Delivery
233,Bedroom,Sleeping,Other,True,Digital Wallet,1837.78,120.47,175.23,13,3.3,Prepaid,On Going
1601,Kitchen,Storage,Premium,True,Digital Wallet,2473.98,127.64,199.32,6,3.8,Prepaid,On Going
1027,Bedroom,Sleeping,Other,False,Digital Wallet,199.06,62.28,0.0,6,3.9,Prepaid,On Going
1665,Kitchen,Table,Affordable,False,Card,445.29,98.05,0.0,10,1.8,Prepaid,Failed Delivery
587,Dining Room,Seating,Premium,False,Digital Wallet,1413.0,0.0,0.0,10,4.9,Prepaid,Failed Delivery
274,Dining Room,Seating,Affordable,False,Card,273.3,43.62,0.0,7,3.7,Prepaid,On Going
158,Kitchen,Table,Affordable,False,Digital Wallet,1395.68,78.97,0.0,8,4.2,Prepaid,Delivered
345,Living Room,Seating,Premium,True,Digital Wallet,306.95,72.49,218.61,10,1.5,Prepaid,On Going
1203,Living Room,Seating,Mid Range,True,Bank Transfer,725.88,68.45,71.8,6,1.6,Prepaid,On Going
1633,Living Room,Table,Premium,True,Cash,1187.31,0.0,189.1,9,3.2,Postpaid,Delivered
1109,Office,Storage,Premium,True,Digital Wallet,888.45,136.11,266.61,4,3.5,Prepaid,On Going
1810,Dining Room,Storage,Affordable,True,Cash,537.61,71.48,143.84,9,4.4,Postpaid,On Going
340,Kitchen,Storage,Affordable,False,Digital Wallet,493.64,62.38,0.0,2,4.0,Prepaid,On Going
1436,Office,Work,Mid Range,True,Cash,1102.81,50.84,91.02,13,3.1,Postpaid,Delivered
1880,Office,Storage,Affordable,False,Digital Wallet,612.59,109.72,0.0,10,2.1,Prepaid,Failed Delivery
1259,Office,Work,Mid Range,False,Card,168.25,56.23,0.0,12,4.3,Prepaid,Failed Delivery
1136,Kitchen,Storage,Affordable,True,Digital Wallet,1351.55,144.49,34.5,7,4.4,Prepaid,Delivered
993,Office,Storage,Other,True,Cash,748.37,112.19,104.46,3,1.1,Postpaid,On Going
211,Bedroom,Sleeping,Affordable,False,Digital Wallet,2718.63,106.68,0.0,1,3.7,Prepaid,Failed Delivery
1493,Kitchen,Table,Affordable,False,Card,892.09,0.0,0.0,4,1.4,Prepaid,Failed Delivery
751,Outdoor,Seating,Mid Range,True,Card,427.95,75.35,115.35,6,3.9,Prepaid,Failed Delivery
415,Office,Work,Affordable,True,Card,486.86,72.38,82.03,6,3.4,Prepaid,On Going
103,Outdoor,Patio furniture,Premium,False,Digital Wallet,647.69,53.12,0.0,14,3.7,Prepaid,Failed Delivery
85,Dining Room,Storage,Mid Range,True,Digital Wallet,376.58,64.84,58.75,10,3.5,Prepaid,Failed Delivery
948,Kitchen,Storage,Premium,False,Cash,1330.43,92.05,0.0,8,3.1,Postpaid,On Going
390,Office,Storage,Affordable,True,Digital Wallet,348.41,78.19,37.99,7,3.8,Prepaid,Failed Delivery
887,Outdoor,Patio furniture,Affordable,True,Cash,792.08,0.0,43.07,10,2.3,Postpaid,Failed Delivery
1532,Office,Work,Affordable,False,Card,281.47,39.31,0.0,9,2.5,Prepaid,On Going
1297,Office,Work,Affordable,False,Bank Transfer,347.91,60.61,0.0,4,3.1,Prepaid,Failed Delivery
148,Outdoor,Table,Premium,True,Digital Wallet,747.55,53.24,292.32,6,1.3,Prepaid,Failed Delivery
1771,Outdoor,Patio furniture,Affordable,False,Digital Wallet,225.03,37.23,0.0,9,4.9,Prepaid,Failed Delivery
1693,Bedroom,Storage,Affordable,True,Bank Transfer,1375.43,90.67,150.51,5,3.6,Prepaid,Failed Delivery
548,Dining Room,Table,Affordable,False,Bank Transfer,468.07,84.75,0.0,8,3.7,Prepaid,On Going
445,Bedroom,Storage,Affordable,False,Digital Wallet,1294.44,65.82,0.0,6,3.2,Prepaid,Delivered
262,Outdoor,Table,Affordable,False,Cash,425.49,34.52,0.0,12,4.1,Postpaid,Delivered
1330,Dining Room,Storage,Mid Range,False,Cash,1880.05,0.0,0.0,3,1.8,Postpaid,Delivered
1326,Bedroom,Sleeping,Affordable,False,Card,1077.61,0.0,0.0,9,3.0,Prepaid,Failed Delivery
219,Bedroom,Storage,Premium,False,Digital Wallet,1635.15,66.95,0.0,5,1.6,Prepaid,Failed Delivery
1041,Kitchen,Table,Affordable,True,Digital Wallet,615.33,50.02,28.42,13,3.7,Prepaid,Delivered
1306,Bedroom,Storage,Affordable,True,Bank Transfer,2105.04,105.29,237.26,3,3.1,Prepaid,Delivered
1088,Outdoor,Seating,Mid Range,False,Bank Transfer,1057.62,71.78,0.0,6,3.5,Prepaid,Failed Delivery
1074,Office,Work,Affordable,False,Digital Wallet,601.29,118.64,0.0,7,2.2,Prepaid,Failed Delivery
1409,Bedroom,Sleeping,Mid Range,True,Digital Wallet,459.05,42.19,171.37,12,3.7,Prepaid,Failed Delivery
239,Living Room,Seating,Premium,False,Digital Wallet,270.98,82.08,0.0,1,3.2,Prepaid,Failed Delivery
824,Office,Storage,Affordable,True,Cash,92.59,57.31,38.23,3,4.7,Postpaid,On Going
512,Office,Work,Premium,False,Card,639.86,88.28,0.0,7,3.6,Prepaid,On Going
801,Office,Storage,Premium,True,Digital Wallet,1065.09,0.0,222.63,11,2.2,Prepaid,On Going
1078,Kitchen,Table,Affordable,False,Bank Transfer,1140.21,57.88,0.0,7,1.7,Prepaid,Delivered
611,Kitchen,Table,Mid Range,False,Digital Wallet,1602.1,0.0,0.0,7,4.2,Prepaid,Delivered
1610,Office,Work,Mid Range,True,Card,1460.87,92.21,25.33,11,2.5,Prepaid,Failed Delivery
576,Dining Room,Table,Premium,True,Card,640.84,147.75,86.39,8,2.7,Prepaid,Delivered
86,Bedroom,Sleeping,Premium,False,Bank Transfer,1464.28,0.0,0.0,11,3.1,Prepaid,Delivered
972,Kitchen,Table,Premium,False,Card,1060.86,0.0,0.0,10,4.7,Prepaid,Failed Delivery
1872,Bedroom,Sleeping,Mid Range,True,Card,2268.92,143.88,33.98,6,3.1,Prepaid,On Going
1906,Dining Room,Storage,Mid Range,False,Cash,1957.76,122.18,0.0,2,2.1,Postpaid,Failed Delivery
573,Living Room,Seating,Mid Range,False,Digital Wallet,1620.3,0.0,0.0,2,3.4,Prepaid,Failed Delivery
639,Office,Work,Premium,True,Digital Wallet,348.27,29.09,36.76,3,2.7,Prepaid,On Going
1505,Outdoor,Seating,Other,False,Cash,848.07,128.88,0.0,11,4.0,Postpaid,Delivered
1664,Outdoor,Seating,Affordable,False,Bank Transfer,247.61,31.65,0.0,8,3.6,Prepaid,On Going
1808,Dining Room,Seating,Mid Range,False,Digital Wallet,1454.33,90.61,0.0,8,1.3,Prepaid,On Going
1103,Kitchen,Storage,Mid Range,True,Card,1451.34,142.61,176.31,7,3.1,Prepaid,Delivered
861,Living Room,Seating,Affordable,True,Digital Wallet,1844.32,127.66,102.9,1,4.4,Prepaid,Failed Delivery
1312,Living Room,Table,Mid Range,False,Card,1503.1,0.0,0.0,10,2.1,Prepaid,On Going
114,Living Room,Seating,Mid Range,False,Card,1918.13,0.0,0.0,9,3.0,Prepaid,Delivered
1151,Bedroom,Storage,Mid Range,True,Card,1025.04,148.43,69.88,9,4.4,Prepaid,On Going
1379,Office,Storage,Premium,False,Digital Wallet,1128.85,52.61,0.0,6,1.4,Prepaid,Failed Delivery
637,Bedroom,Storage,Affordable,True,Digital Wallet,483.0,28.31,280.75,14,2.4,Prepaid,Delivered
1452,Kitchen,Storage,Mid Range,False,Digital Wallet,641.0,73.85,0.0,1,1.7,Prepaid,Delivered
1688,Living Room,Storage,Mid Range,True,Card,1986.53,71.35,234.99,4,2.8,Prepaid,Failed Delivery
1542,Living Room,Storage,Affordable,False,Card,1030.58,77.55,0.0,4,1.7,Prepaid,On Going
1331,Dining Room,Table,Affordable,False,Digital Wallet,1248.35,87.59,0.0,1,1.8,Prepaid,On Going
1730,Bedroom,Sleeping,Affordable,False,Cash,2120.13,0.0,0.0,13,3.1,Postpaid,Delivered
106,Living Room,Storage,Affordable,True,Bank Transfer,1181.56,87.43,160.07,14,3.1,Prepaid,On Going
2,Dining Room,Seating,Mid Range,False,Cash,395.41,96.79,0.0,2,3.1,Postpaid,Delivered
1163,Kitchen,Storage,Mid Range,True,Cash,1634.58,116.76,39.76,13,1.4,Postpaid,On Going
1733,Living Room,Seating,Affordable,True,Bank Transfer,525.3,85.58,30.1,14,4.4,Prepaid,Failed Delivery
922,Bedroom,Sleeping,Mid Range,False,Bank Transfer,1812.84,0.0,0.0,14,3.1,Prepaid,Failed Delivery
590,Living Room,Seating,Mid Range,True,Card,473.52,43.98,166.76,13,3.1,Prepaid,Failed Delivery
1258,Outdoor,Seating,Affordable,False,Digital Wallet,301.57,52.02,0.0,6,3.1,Prepaid,On Going
451,Office,Work,Affordable,True,Digital Wallet,1400.95,0.0,40.85,11,2.2,Prepaid,Delivered
1683,Kitchen,Storage,Premium,True,Card,2417.01,0.0,112.65,3,2.5,Prepaid,Failed Delivery
272,Dining Room,Seating,Premium,True,Cash,241.91,40.2,55.28,8,2.6,Postpaid,Delivered
1165,Kitchen,Table,Premium,False,Bank Transfer,2368.43,112.81,0.0,11,1.9,Prepaid,On Going
847,Outdoor,Patio furniture,Mid Range,False,Card,325.63,80.93,0.0,11,3.5,Prepaid,Failed Delivery
433,Bedroom,Storage,Mid Range,False,Card,1387.36,0.0,0.0,10,3.1,Prepaid,On Going
668,Living Room,Seating,Premium,True,Bank Transfer,296.53,32.91,95.55,3,3.8,Prepaid,Failed Delivery
31,Outdoor,Seating,Mid Range,False,Cash,1250.44,105.99,0.0,10,4.7,Postpaid,On Going
1577,Bedroom,Storage,Mid Range,True,Digital Wallet,1682.78,130.75,197.16,7,3.6,Prepaid,Failed Delivery
1149,Dining Room,Storage,Affordable,False,Bank Transfer,1566.81,59.65,0.0,13,1.3,Prepaid,Failed Delivery
840,Office,Work,Affordable,False,Digital Wallet,1373.41,0.0,0.0,9,3.0,Prepaid,On Going
1304,Living Room,Storage,Affordable,True,Card,1646.98,137.48,192.68,6,3.3,Prepaid,Delivered
1599,Kitchen,Table,Other,False,Card,2102.79,118.84,0.0,10,2.8,Prepaid,On Going
1604,Bedroom,Sleeping,Other,True,Card,1623.68,54.94,57.29,1,1.1,Prepaid,On Going
1236,Office,Work,Affordable,False,Bank Transfer,989.64,0.0,0.0,14,2.0,Prepaid,Failed Delivery
1112,Kitchen,Storage,Premium,False,Bank Transfer,1390.73,0.0,0.0,11,4.7,Prepaid,Delivered
109,Dining Room,Storage,Affordable,True,Card,529.7,106.1,102.9,5,2.2,Prepaid,Delivered
379,Kitchen,Table,Affordable,True,Cash,1128.65,108.77,137.63,4,2.4,Postpaid,Failed Delivery
1555,Outdoor,Table,Mid Range,True,Cash,306.88,94.82,68.47,12,3.3,Postpaid,Failed Delivery
1684,Kitchen,Storage,Affordable,False,Cash,2335.64,141.71,0.0,9,3.1,Postpaid,On Going
1620,Dining Room,Seating,Affordable,False,Digital Wallet,1840.87,0.0,0.0,11,2.9,Prepaid,Delivered
684,Dining Room,Seating,Affordable,True,Card,658.56,0.0,89.19,7,3.1,Prepaid,Delivered
1018,Office,Work,Mid Range,True,Digital Wallet,646.12,76.83,163.63,1,2.6,Prepaid,On Going
894,Kitchen,Table,Premium,False,Digital Wallet,1693.76,130.59,0.0,14,1.9,Prepaid,Failed Delivery
1619,Bedroom,Sleeping,Affordable,True,Bank Transfer,1869.0,101.22,158.01,12,4.7,Prepaid,Failed Delivery
1092,Kitchen,Storage,Premium,False,Digital Wallet,1805.6,52.27,0.0,9,1.8,Prepaid,Failed Delivery
1797,Kitchen,Storage,Mid Range,False,Cash,1719.11,0.0,0.0,7,3.2,Postpaid,On Going
1419,Outdoor,Patio furniture,Affordable,True,Digital Wallet,1041.02,0.0,58.79,13,3.5,Prepaid,Delivered
1241,Office,Work,Affordable,False,Cash,296.81,80.34,0.0,7,4.5,Postpaid,Failed Delivery
